ID,Name,play_debut
strab101,Bob Strampe,05/10/1972
strac001,Chris Stratton,05/30/2016
strad001,Darryl Strawberry,05/06/1983
strad002,Doug Strange,07/13/1989
strad003,Dan Straily,08/03/2012
strad101,Dick Strahs,07/24/1954
strae101,Ed Stratton,05/14/1873
straj101,Joe Strain,06/28/1979
straj102,Joe Straub,06/24/1880
straj103,Joe Strauss,07/27/1884
stral001,Les Straker,04/11/1987
stral101,Larry Strands,04/25/1915
stram001,Matt Strahm,07/31/2016
stram002,Myles Straw,09/15/2018
stram101,Mike Strahler,09/12/1970
stram102,Monty Stratton,06/02/1934
strap001,Pat Strange,09/13/2002
strap101,Paul Strand,05/15/1913
strar001,Ryan Strausborger,08/05/2015
stras001,Stephen Strasburg,06/08/2010
stras101,Scott Stratton,04/21/1888
stras102,Sammy Strang,07/10/1896
stree101,Ed Strelecki,04/16/1928
streg101,Gabby Street,09/13/1904
streh001,Huston Street,04/06/2005
streo101,Oscar Streit,04/21/1899
strep101,Phil Stremmel,09/16/1909
strew101,Walt Streuli,09/25/1954
strib101,Bill Strickland,07/16/1937
stric101,Cub Stricker,05/02/1882
strie101,Elmer Stricklett,04/22/1904
strig101,George Strief,05/01/1879
strig102,George Strickland,05/07/1950
strih001,Hunter Strickland,09/01/2014
strij101,Joe Stripp,07/02/1928
strij102,Jake Striker,09/25/1959
strij103,John Strike,09/24/1886
strij104,Jim Strickland,05/19/1971
strij105,Charles Strick,05/18/1882
stril101,Lou Stringer,04/15/1941
strim001,Mark Strittmatter,09/03/1998
strin101,Nick Strincevich,04/23/1940
strir001,Ross Stripling,04/08/2016
stris001,Scott Strickland,08/14/1999
stroa101,Allie Strobel,08/29/1905
strob101,Brent Strom,07/31/1972
stroe101,Ed Stroud,09/11/1966
strof101,Floyd Stromme,07/05/1939
stroj001,Joe Strong,05/11/2000
stroj002,Jamal Strong,09/02/2003
stroj101,Jim Stroner,05/01/1929
stroj102,John Strohmayer,04/29/1970
strom001,Marcus Stroman,05/04/2014
strop001,Pedro Strop,08/28/2009
stros101,Steve Stroughter,04/07/1982
stros102,Sailor Stroud,04/29/1910
strua101,Al Strueve,06/22/1884
strua102,Amos Strunk,09/24/1908
strus101,Steamboat Struss,09/30/1934
stryd101,Dutch Stryker,04/16/1924
stuab101,Bill Stuart,08/15/1895
stuad101,Dick Stuart,07/10/1958
stuaj101,Johnny Stuart,07/27/1922
stual101,Luke Stuart,07/28/1921
stuam101,Marlin Stuart,04/26/1949
stubd001,Drew Stubbs,08/19/2009
stubf001,Franklin Stubbs,04/28/1984
stubg001,Garrett Stubbs,05/28/2019
stubm101,Moose Stubing,08/14/1967
studs101,Sy Studley,04/20/1872
stueg101,George Stueland,09/15/1921
stufp101,Paul Stuffel,09/16/1950
stule001,Everett Stull,04/14/1997
stule002,Eric Stults,09/05/2006
stulg101,George Stultz,09/22/1894
stumb101,Bill Stumpf,05/11/1912
stumd001,Daniel Stumpf,04/07/2016
stumg101,George Stumpf,09/19/1931
stumj101,Jim Stump,08/29/1957
stupj001,John Stuper,06/01/1982
sturb101,Bobby Sturgeon,04/16/1940
sturd101,Dean Sturgis,05/01/1914
sturg101,Guy Sturdy,09/30/1927
sturj101,Johnny Sturm,04/14/1941
sturt001,Tanyon Sturtze,05/03/1995
sturt002,Tyler Sturdevant,05/24/2016
sturt101,Tom Sturdivant,04/14/1955
stutg101,George Stutz,08/17/1926
stutm001,Michael Stutes,04/25/2011
stvrj101,Jim St. Vrain,04/20/1902
styll101,Lena Styles,09/10/1919
stync001,Chris Stynes,05/19/1995
stynn101,Neil Stynes,09/08/1890
suara001,Albert Suarez,05/08/2016
suara002,Andrew Suarez,04/11/2018
suare001,Eugenio Suarez,06/04/2014
suarj001,Jose Suarez,06/02/2019
suark101,Ken Suarez,04/14/1966
suarl101,Luis Suarez,05/28/1944
suarr001,Ranger Suarez,07/26/2018
suchc101,Charley Suche,09/18/1938
suchd101,Dick Such,04/06/1970
suchj101,Jim Suchecki,05/20/1950
suckt101,Tony Suck,08/09/1883
sucrj001,Jesus Sucre,05/24/2013
sudab101,Bill Sudakis,09/03/1968
sudep101,Pete Suder,04/15/1941
sudhw101,Willie Sudhoff,08/20/1897
suerw001,William Suero,04/09/1992
suerw002,Wander Suero,05/01/2018
sugdj101,Joe Sugden,07/20/1893
suggg101,George Suggs,04/21/1908
suhrg101,Gus Suhr,04/15/1930
sukec101,Clyde Sukeforth,05/31/1926
sukle101,Ed Sukla,09/17/1964
sulag101,Guy Sularz,09/02/1980
sulie101,Ernie Sulik,04/15/1936
sulla101,Andy Sullivan,09/13/1904
sullb101,Bill Sullivan,04/19/1890
sullb102,Billy Sullivan,09/13/1899
sullb103,Billy Sullivan,06/09/1931
sullb104,Bill Sullivan,08/09/1878
sullc001,Cory Sullivan,04/04/2005
sullc101,Charlie Sullivan,04/21/1928
sullc102,Chub Sullivan,09/24/1877
sulld101,Denny Sullivan,04/22/1905
sulld102,Denny Sullivan,08/25/1879
sulld103,Dan Sullivan,05/02/1882
sullf101,Frank Sullivan,07/31/1953
sullf102,Fleury Sullivan,05/03/1884
sullh101,Haywood Sullivan,09/20/1955
sullh102,Harry Sullivan,08/11/1909
sullj101,Joe Sullivan,04/27/1893
sullj102,Joe Sullivan,04/20/1935
sullj103,John Sullivan,09/20/1963
sullj104,John Sullivan,06/07/1942
sullj105,John Sullivan,04/18/1920
sullj106,John Sullivan,07/19/1919
sullj107,John Sullivan,04/19/1905
sullj108,Jim Sullivan,09/27/1921
sullj109,Jim Sullivan,04/22/1891
sullj110,Jackie Sullivan,07/06/1944
sulll101,Lefty Sullivan,05/06/1939
sullm001,Marc Sullivan,10/01/1982
sullm101,Mike Sullivan,06/17/1889
sullm102,Mike Sullivan,04/26/1888
sullm103,Marty Sullivan,04/30/1887
sullp101,Pat Sullivan,08/30/1884
sullr101,Russ Sullivan,09/08/1951
sulls001,Scott Sullivan,05/06/1995
sulls101,Sleeper Sullivan,05/03/1881
sulls102,Suter Sullivan,07/24/1898
sullt101,Ted Sullivan,07/16/1884
sullt102,Tom Sullivan,06/14/1925
sullt103,Tom Sullivan,05/15/1922
sullt104,Tom Sullivan,09/27/1884
sullu101,,05/15/1875
sullw101,William F. Sullivan,05/29/1884
sulsc001,Cole Sulser,09/06/2019
summc001,Champ Summers,05/04/1974
summe101,Ed Summers,04/16/1908
summh101,Homer Summa,09/13/1920
summk101,Kid Summers,08/05/1893
sumnc101,Carl Sumner,07/25/1928
sunda101,Art Sunday,05/05/1890
sundb101,Billy Sunday,05/22/1883
sundg101,Gordie Sundin,09/19/1956
sundj001,Jim Sundberg,04/04/1974
sunds101,Steve Sundra,04/17/1936
sunkt101,Tom Sunkel,08/26/1937
suppj001,Jeff Suppan,07/17/1995
surhb001,B.J. Surhoff,04/08/1987
surhr001,Rich Surhoff,09/08/1985
surke001,Eric Surkamp,08/27/2011
surkm101,Max Surkont,04/19/1949
susaa001,Andrew Susac,07/26/2014
suscg101,George Susce,04/15/1955
suscg102,George Susce,04/23/1929
susds001,Steve Susdorf,07/25/2013
suskp101,Pete Susko,08/01/1934
sutcb101,Butch Sutcliffe,08/28/1938
sutcr001,Rick Sutcliffe,09/29/1976
sutcs101,Sy Sutcliffe,10/02/1884
suteb001,Brent Suter,08/19/2016
suteh101,Harry Suter,04/16/1909
suthd101,Dizzy Sutherland,09/20/1949
suthd102,Darrell Sutherland,06/28/1964
suthg101,Gary Sutherland,09/17/1966
suthl101,Leo Sutherland,08/11/1980
suths101,Suds Sutherland,04/14/1921
sutkg001,Glenn Sutko,10/03/1990
suttb001,Bruce Sutter,05/09/1976
suttd001,Don Sutton,04/14/1966
suttd002,Drew Sutton,07/02/2009
sutte101,Ezra Sutton,05/04/1871
suttj101,John Sutton,04/07/1977
suttj102,Jack Sutthoff,09/15/1898
suttl001,Larry Sutton,08/17/1997
suzui001,Ichiro Suzuki,04/02/2001
suzuk001,Kurt Suzuki,06/12/2007
suzum001,Mac Suzuki,07/07/1996
sveud001,Dale Sveum,05/12/1986
swabb101,Bill Swarback,07/09/1887
swach101,Harry Swacina,09/13/1907
swagb001,Bill Swaggerty,08/13/1983
swaic101,Cy Swaim,05/03/1897
swana101,Andy Swan,07/23/1884
swanb101,Bill Swanson,09/02/1914
swanc001,Craig Swan,09/03/1973
swand001,Dansby Swanson,08/17/2016
swand101,Harry Swan,04/28/1914
swane001,Erik Swanson,04/11/2019
swane101,Evar Swanson,04/18/1929
swank101,Karl Swanson,08/12/1928
swanm101,Marty Swandell,05/07/1872
swanp001,Pedro Swann,09/09/2000
swanp101,Pinky Swander,09/18/1903
swanr001,Russ Swan,08/03/1989
swanr101,Red Swanson,09/10/1955
swans101,Stan Swanson,06/23/1971
swara001,Anthony Swarzak,05/23/2009
swarb101,Bud Swartz,07/12/1947
sward001,Dave Swartzbaugh,09/03/1995
sware101,Ed Swartwood,08/11/1881
swarm101,Monty Swartz,10/03/1920
swarp101,Park Swartzel,04/17/1889
sweac101,Charlie Sweasy,05/19/1871
sweeb001,Brian Sweeney,08/16/2003
sweeb101,Bill Sweeney,04/13/1928
sweeb102,Bill Sweeney,06/14/1907
sweeb103,Bill Sweeney,06/27/1882
sweeb104,Buck Sweeney,09/28/1914
sweec101,Charlie Sweeney,05/11/1882
sweed001,Darnell Sweeney,08/20/2015
sweed101,Dan Sweeney,04/18/1895
sweeh101,Harry Sweeney,10/01/1944
sweej101,Jerry Sweeney,08/22/1884
sweej102,Ed Sweeney,05/16/1908
sweel101,Les Sweetland,07/04/1927
sweem001,Mark Sweeney,08/04/1995
sweem002,Mike Sweeney,09/04/1995
sweep101,Pete Sweeney,09/28/1888
sweer001,Ryan Sweeney,09/01/2006
sweer101,Rick Sweet,04/08/1978
sweer102,Rooney Sweeney,07/25/1883
sweih101,,10/12/1890
swena101,Augie Swentor,09/12/1922
swetp101,Pop Swett,05/03/1890
swets101,Steve Swetonic,04/17/1929
swifb001,Bill Swift,06/07/1985
swifb101,Bill Swift,04/12/1932
swifb102,Bob Swift,04/16/1940
swiga101,Ad Swigler,09/25/1917
swigo101,Oad Swigart,09/14/1939
swihb001,Blake Swihart,05/02/2015
swinc101,Charlie Swindells,09/07/1904
swing001,Greg Swindell,08/21/1986
swinj101,Josh Swindell,09/16/1911
swinp001,Paul Swingle,09/07/1993
swinr001,R.J. Swindle,07/07/2008
swisn001,Nick Swisher,09/03/2004
swiss101,Steve Swisher,06/14/1974
switj001,Jon Switzer,08/02/2003
swobr101,Ron Swoboda,04/12/1965
sworl101,Len Swormstedt,09/29/1901
sykeb101,Bob Sykes,04/09/1977
sylvl101,Lou Sylvester,04/18/1884
syndn001,Noah Syndergaard,05/12/2015
szczm001,Matt Szczur,08/17/2014
szekj101,Joe Szekely,09/13/1953
szotk101,Ken Szotkiewicz,04/07/1970
szumj001,Jason Szuminski,04/11/2004
tabaj001,Jeff Tabaka,04/19/1994
tabaj002,Jose Tabata,06/09/2010
tabbj101,Jerry Tabb,09/08/1976
tabej101,John Taber,04/30/1890
tabel101,Lefty Taber,09/04/1926
tablp001,Pat Tabler,08/21/1981
tabog001,Greg Tabor,09/10/1987
taboj101,Jim Tabor,08/02/1938
tackj001,Jeff Tackett,09/11/1991
tadak001,Kazuhito Tadano,04/27/2004
taffj101,John Taff,05/11/1913
tagus001,So Taguchi,06/10/2002
taijt001,Travis Taijeron,08/26/2017
tailj001,Jameson Taillon,06/08/2016
taitd101,Doug Taitt,04/10/1928
takah001,Hisanori Takahashi,04/07/2010
takak001,Ken Takahashi,05/02/2009
takas001,Shingo Takatsu,04/09/2004
talbb101,Bob Talbot,09/16/1953
talbf101,Fred Talbot,09/28/1963
talbm001,Mitch Talbot,09/15/2008
talcr101,Roy Talcott,06/24/1943
tallb001,Brian Tallet,09/16/2002
taltt101,Tim Talton,07/08/1966
tamaj101,John Tamargo,09/03/1976
tam-j001,Jeff Tam,06/30/1998
tamuv101,Vito Tamulis,09/25/1934
tanaf001,Frank Tanana,09/09/1973
tanak001,Kensuke Tanaka,07/09/2013
tanam001,Masahiro Tanaka,04/04/2014
tankd001,Dennis Tankersley,05/10/2002
tankl101,Leo Tankersley,07/02/1925
tankt001,Taylor Tankersley,06/03/2006
tannb001,Bruce Tanner,06/12/1985
tannc101,Chuck Tanner,04/12/1955
tannj101,Jesse Tannehill,06/17/1894
tannl101,Lee Tannehill,04/22/1903
tapak001,Kevin Tapani,07/04/1989
tapid001,Domingo Tapia,09/11/2020
tapir001,Raimel Tapia,09/02/2016
tappe101,El Tappe,04/24/1954
tappt101,Ted Tappe,09/14/1950
tappw101,Walter Tappan,04/16/1914
tarat001,Tony Tarasco,04/30/1993
tarba101,Arlie Tarbert,06/18/1927
tarps001,Stephen Tarpley,09/02/2018
tartd001,Danny Tartabull,09/07/1984
tartj101,Jose Tartabull,04/10/1962
tartt001,Travis Tartamella,09/23/2015
tarvl001,La Schelle Tarver,07/12/1986
tasbw101,Willie Tasby,09/09/1958
tascj001,Jack Taschner,06/11/2005
tataj001,Jordan Tata,04/06/2006
tatea101,Al Tate,09/27/1946
tateb101,Bennie Tate,04/29/1924
tated001,Dillon Tate,07/29/2019
tateh101,Hughie Tate,09/21/1905
tatel101,Lee Tate,09/12/1958
tatep101,Pop Tate,09/26/1885
tater101,Randy Tate,04/14/1975
tates001,Stu Tate,09/20/1989
tatey001,Yoshinori Tateyama,05/24/2011
tatif001,Fernando Tatis,07/26/1997
tatif002,Fernando Tatis,03/28/2019
tatir001,Ramon Tatis,04/06/1997
tatuc001,Craig Tatum,07/21/2009
tatuj001,Jim Tatum,09/18/1992
tatuj101,Jarvis Tatum,09/07/1968
tatuk101,Ken Tatum,05/28/1969
tatut101,Tommy Tatum,08/01/1941
taube001,Ed Taubensee,05/18/1991
taubf101,Fred Tauby,09/01/1935
taubt001,Ty Taubenheim,05/20/2006
taucm001,Mike Tauchman,06/27/2017
tausd101,Don Taussig,04/23/1958
tausw101,Walt Tauscher,04/19/1928
tavaj001,Julian Tavarez,08/07/1993
tavaj002,Jesus Tavarez,05/23/1994
tavea101,Alex Taveras,09/09/1976
tavef101,Frank Taveras,09/25/1971
tavej101,Jackie Tavener,09/24/1921
tavel001,Leody Taveras,07/24/2020
taveo001,Oscar Taveras,05/31/2014
tavew001,Willy Taveras,09/06/2004
tayla001,Aaron Taylor,09/09/2002
tayla002,Andrew Taylor,09/27/2012
tayla101,Arlas Taylor,09/15/1921
taylb001,Billy Taylor,04/05/1994
taylb002,Ben Taylor,04/07/2017
taylb003,Beau Taylor,09/01/2018
taylb004,Blake Taylor,07/24/2020
taylb101,Bruce Taylor,08/05/1977
taylb102,Bill Taylor,04/14/1954
taylb103,Billy Taylor,05/21/1881
taylb104,Billy Taylor,09/19/1898
taylb105,Bob Taylor,04/09/1970
taylb106,Ben Taylor,07/29/1951
taylb107,Ben Taylor,06/28/1912
taylc001,Chris Taylor,07/24/2014
taylc101,Chuck Taylor,05/27/1969
taylc102,Carl Taylor,04/11/1968
taylc103,Chink Taylor,04/18/1925
tayld001,Dwight Taylor,04/14/1986
tayld002,Dorn Taylor,04/30/1987
tayld101,Danny Taylor,06/30/1926
tayld102,Dummy Taylor,08/27/1900
tayle101,Ed Taylor,04/14/1926
tayle102,Ed Taylor,08/08/1903
taylf101,Fred Taylor,09/12/1950
taylg001,Graham Taylor,04/26/2009
taylg102,Gary Taylor,09/02/1969
taylh101,Harry Taylor,09/22/1946
taylh102,Hawk Taylor,06/09/1957
taylh103,Harry Taylor,04/14/1932
taylh104,Harry Taylor,04/18/1890
taylh105,Harry Taylor,09/17/1957
taylj001,Josh Taylor,05/29/2019
taylj101,Jack Taylor,09/25/1898
taylj102,Jack Taylor,09/16/1891
taylj103,Joe Taylor,08/26/1954
taylk001,Kerry Taylor,04/13/1993
tayll101,Leo Taylor,05/03/1923
tayll102,Live Oak Taylor,08/21/1877
taylm001,Michael Taylor,09/02/2011
taylm002,Michael Taylor,08/12/2014
taylp101,Pete Taylor,05/02/1952
taylr001,Reggie Taylor,09/17/2000
taylr101,Ron Taylor,04/11/1962
tayls001,Scott Taylor,09/17/1992
tayls002,Scott Taylor,07/28/1995
tayls102,Sammy Taylor,04/20/1958
taylt001,Terry Taylor,08/19/1988
taylt002,Tyrone Taylor,09/07/2019
taylt101,Tony Taylor,04/15/1958
taylt102,Tommy Taylor,07/09/1924
taylw001,Wade Taylor,06/02/1991
taylw101,Wiley Taylor,09/06/1911
taylz101,Zack Taylor,06/15/1920
taylz102,Z.H. Taylor,09/10/1874
tazaj001,Junichi Tazawa,08/07/2009
teacb101,Bud Teachout,05/12/1930
teafe001,Everett Teaford,05/17/2011
teagt001,Taylor Teagarden,07/18/2008
teahm001,Mark Teahen,04/04/2005
tebbb101,Birdie Tebbetts,09/16/1936
tebeg101,George Tebeau,04/16/1887
tebep101,Patsy Tebeau,09/20/1887
tebep102,Pussy Tebeau,07/22/1895
tedra101,Al Tedrow,09/15/1914
teedd101,Dick Teed,07/24/1953
tehej001,Julio Teheran,05/07/2011
teixm001,Mark Teixeira,04/01/2003
tejam001,Miguel Tejada,08/27/1997
tejar001,Ruben Tejada,04/07/2010
tejaw001,Wilfredo Tejada,09/09/1986
tejea001,Anderson Tejeda,08/06/2020
tejem001,Michael Tejera,09/08/1999
tejer001,Rob Tejeda,05/10/2005
tekob001,Blake Tekotte,05/25/2011
tekuk001,Kent Tekulve,05/20/1974
telea001,Amaury Telemaco,05/16/1996
telfa001,Anthony Telford,08/19/1990
telgd001,Dave Telgheder,06/12/1993
telit001,Tomas Telis,08/25/2014
tellr001,Rowdy Tellez,09/05/2018
tellt001,Tom Tellmann,06/09/1979
tempc101,Chuck Templeton,09/09/1955
tempg001,Garry Templeton,08/09/1976
tempj101,Johnny Temple,04/15/1952
tenag101,Gene Tenace,05/29/1969
tenej101,John Tener,06/08/1885
tennf101,Fred Tenney,06/17/1884
tennf102,Fred Tenney,06/16/1894
tennj101,Jim Tennant,09/28/1929
tennt101,Tom Tennant,04/18/1912
tepef101,Frank Tepedino,05/12/1967
tepen001,Nick Tepesch,04/09/2013
teper001,Ryan Tepera,05/10/2015
tepsj101,Joe Tepsic,07/12/1946
terdj001,Joey Terdoslavich,07/04/2013
terlb101,Bob Terlecki,08/16/1972
terlg101,Greg Terlecky,06/12/1975
terpj101,Jeff Terpko,09/21/1974
terra101,Adonis Terry,05/01/1884
terrb101,Bill Terry,09/24/1923
terrj101,Jerry Terrell,04/14/1973
terrj102,John Terry,09/17/1902
terrl001,Luis Terrero,07/10/2003
terrr101,Ralph Terry,08/06/1956
terrs001,Scott Terry,04/09/1986
terrt101,Tom Terrell,10/05/1886
terru101,Wallace Terry,04/26/1875
terrw001,Walt Terrell,09/18/1982
terry101,Yank Terry,08/03/1940
terrz101,Zeb Terry,04/12/1916
terwd101,Dick Terwilliger,08/18/1932
terww101,Wayne Terwilliger,08/06/1949
tesca101,Al Tesch,08/21/1915
tesrj101,Jeff Tesreau,04/12/1912
tessj001,Jay Tessmer,08/27/1998
testn101,Nick Testa,04/23/1958
tettd101,Dick Tettelbach,09/25/1955
tettm001,Mickey Tettleton,06/30/1984
teuft001,Tim Teufel,09/03/1983
teutn001,Nate Teut,05/04/2002
tewkb001,Bob Tewksbury,04/11/1986
texek001,Kanekoa Texeira,04/06/2010
textg101,George Textor,04/19/1914
thacm101,Moe Thacker,08/03/1958
thaim001,Matt Thaiss,07/03/2019
thaka101,Al Thake,06/13/1872
thame001,Eric Thames,05/18/2011
thamm001,Marcus Thames,06/10/2002
thatg101,Grant Thatcher,09/09/1903
thatj001,Joe Thatcher,07/26/2007
thayd001,Dale Thayer,05/22/2009
thayg101,Greg Thayer,04/07/1978
theid101,Duane Theiss,08/05/1977
theij101,Jack Theis,07/05/1920
theog101,George Theodore,04/14/1973
theor101,Ron Theobald,04/12/1971
therj001,Jesen Therrien,07/29/2017
therr001,Ryan Theriot,09/13/2005
thesj101,Jug Thesenga,09/01/1944
thevt101,Tommy Thevenow,09/04/1924
thieb101,Bert Thiel,04/17/1952
thiec001,Caleb Thielbar,05/20/2013
thied101,Dave Thies,04/20/1963
thieh101,Henry Thielman,04/17/1902
thiej101,Jake Thies,04/24/1954
thiej102,Jake Thielman,04/19/1905
thigb001,Bobby Thigpen,08/06/1986
thigc001,Curtis Thigpen,06/06/2007
thobj001,J.J. Thobe,09/18/1995
thobt001,Tom Thobe,09/12/1995
thoed101,Dick Thoenen,09/16/1967
tholj001,Josh Thole,09/03/2009
thoma001,Andres Thomas,09/03/1985
thoma002,Andy Thompson,05/02/2000
thoma003,Aaron Thompson,08/24/2011
thoma101,Art Thomason,08/10/1910
thomb001,Brad Thomas,05/26/2001
thomb002,Brad Thompson,05/08/2005
thomb101,Bill Thomas,05/01/1902
thomb102,Bud Thomas,09/13/1932
thomb103,Bud Thomas,09/02/1951
thomb104,Blaine Thomas,08/25/1911
thomb105,Bobby Thomson,09/09/1946
thomb106,Bobby Thompson,04/16/1978
thomc001,Charles Thomas,06/23/2004
thomc002,Clete Thomas,03/31/2008
thomc101,Claude Thomas,09/14/1916
thomc102,Carl Thomas,04/19/1960
thomd001,Derrel Thomas,09/14/1971
thomd002,Derek Thompson,05/28/2005
thomd003,Daryl Thompson,06/21/2008
thomd101,Dan Thomas,09/02/1976
thomd102,Don Thompson,04/24/1949
thomd103,Danny Thompson,06/25/1970
thome101,Erskine Thomason,09/18/1974
thomf001,Frank Thomas,08/02/1990
thomf101,Fuller Thompson,08/19/1911
thomf102,Fred Thomas,04/22/1918
thomf103,Frank Thomas,08/17/1951
thomf104,Frosty Thomas,05/01/1905
thomf105,Fay Thomas,06/27/1927
thomf106,Fresco Thompson,09/05/1925
thomf107,Frank Thompson,05/06/1920
thomf109,Forrest Thompson,04/26/1948
thomg001,Gorman Thomas,04/06/1973
thomg101,Gary Thomasson,09/05/1972
thomg102,George Thomas,09/11/1957
thomg103,Gus Thompson,08/31/1903
thomh101,Homer Thompson,10/05/1912
thomh102,Herb Thomas,08/28/1924
thomh103,Hank Thompson,07/17/1947
thomh104,Harry Thompson,04/24/1919
thomi001,Ian Thomas,03/31/2014
thomi101,Ira Thomas,05/18/1906
thomj001,Jason Thompson,04/23/1976
thomj002,Jim Thome,09/04/1991
thomj003,Justin Thompson,05/27/1996
thomj004,Jason Thompson,06/09/1996
thomj005,John Thomson,05/11/1997
thomj006,Justin Thomas,09/01/2008
thomj007,Jake Thompson,08/06/2016
thomj101,Jocko Thompson,09/21/1948
thomj102,Junior Thompson,04/26/1939
thomk001,Kevin Thompson,06/03/2006
thomk101,Kite Thomas,04/19/1952
thoml001,Larry Thomas,08/11/1995
thoml002,Lane Thomas,04/17/2019
thoml101,Lee Thompson,09/04/1921
thoml102,Leo Thomas,04/29/1950
thoml103,Lee Thomas,04/22/1961
thoml104,Lefty Thomas,09/26/1925
thomm001,Milt Thompson,09/04/1984
thomm002,Mark Thompson,07/26/1994
thomm003,Mike Thomas,07/12/1995
thomm004,Mike Thompson,05/17/2006
thomm101,Myles Thomas,04/18/1926
thomm102,Mike Thompson,05/19/1971
thomp101,Pinch Thomas,04/24/1912
thomr001,Roy Thomas,09/21/1977
thomr002,Rich Thompson,04/28/1985
thomr003,Robby Thompson,04/08/1986
thomr004,Ryan Thompson,09/01/1992
thomr005,Rich Thompson,04/07/2004
thomr006,Rich Thompson,09/01/2007
thomr007,Ryan Thompson,07/24/2020
thomr101,Roy Thomas,04/14/1899
thomr102,Red Thomas,09/13/1921
thomr103,Ray Thomas,07/22/1938
thoms001,Scot Thompson,09/03/1978
thoms101,Shag Thompson,06/08/1914
thoms102,Stan Thomas,07/05/1974
thoms103,Sam Thompson,07/02/1885
thomt001,Taylor Thompson,07/20/2014
thomt002,Trayce Thompson,08/04/2015
thomt101,Tug Thompson,08/31/1882
thomt102,Tom Thomas,09/20/1894
thomt103,Tommy Thomas,04/17/1926
thomt104,Tommy Thompson,06/05/1912
thomt105,Tommy Thompson,09/03/1933
thomt106,Tim Thompson,04/20/1954
thomu101,Frank Thompson,04/26/1875
thomv101,Valmy Thomas,04/16/1957
thomw101,Walt Thomas,09/18/1908
thomw102,Will Thompson,07/09/1892
thond001,Dickie Thon,05/22/1979
thonj101,Jack Thoney,04/26/1902
thora001,Andre Thornton,07/28/1973
thorb101,Bob Thorpe,04/17/1955
thorb102,Bob Thorpe,04/19/1951
thorh101,Hank Thormahlen,09/29/1917
thorj101,Jim Thorpe,04/14/1913
thorj102,John Thornton,08/14/1889
thorl001,Lou Thornton,04/08/1985
thorl002,Lewis Thorpe,06/30/2019
thorm001,Matt Thornton,06/27/2004
thoro101,Otis Thornton,07/06/1973
thorp101,Paul Thormodsgard,04/10/1977
thors001,Scott Thorman,06/18/2006
thort001,Tyler Thornburg,06/19/2012
thort002,Trent Thornton,03/31/2019
thorw101,Walter Thornton,07/01/1895
thrab101,Buck Thrasher,09/27/1916
three001,Erick Threets,09/12/2007
throf101,Faye Throneberry,04/15/1952
throg101,George Throop,09/07/1975
throm101,Marv Throneberry,09/25/1955
thuml101,Lou Thuman,09/08/1939
thurb101,Bob Thurman,04/14/1955
thurc001,Corey Thurman,04/05/2002
thurg001,Gary Thurman,08/30/1987
thurj001,Joseph Thurston,09/02/2002
thurm001,Mark Thurmond,05/14/1983
thurm002,Mike Thurman,09/02/1997
thurs101,Sloppy Thurston,04/19/1923
tianl101,Luis Tiant,07/19/1964
tibbj001,Jay Tibbs,07/15/1984
tidrd001,Dick Tidrow,04/18/1972
tiefb101,Bobby Tiefenauer,07/14/1952
tiefv101,Verle Tiefenthaler,08/19/1962
tieme101,Eddie Tiemeyer,08/19/1906
tierb101,Bill Tierney,05/02/1882
tierc101,Cotton Tierney,09/22/1920
tierm101,Mike Tiernan,04/30/1887
tietl101,Les Tietje,09/18/1933
tifft001,Terry Tiffee,09/01/2004
tiftr101,Ray Tift,08/07/1907
tillb101,Bob Tillman,04/15/1962
tillc001,Chris Tillman,07/29/2009
tillj101,Johnny Tillman,09/20/1915
tillj102,John Tilley,08/23/1882
tillr001,Rusty Tillman,06/06/1982
tillt101,Thad Tillotson,04/14/1967
tilsc001,Charlie Tilson,08/02/2016
timbg101,Gary Timberlake,06/18/1969
timlm001,Mike Timlin,04/08/1991
timmo001,Ozzie Timmons,04/26/1995
timmt101,Tom Timmermann,06/18/1969
timpc001,Clay Timpner,04/08/2008
tincb101,Ben Tincup,05/22/1914
tingr001,Ron Tingley,09/25/1982
tinkj101,Joe Tinker,04/17/1902
tinnb101,Bud Tinning,04/20/1932
tinnt101,Thomas Tinney,04/28/1884
tinoj001,Jesus Tinoco,05/31/2019
tinsl001,Lee Tinsley,04/06/1993
tippd101,Dan Tipple,09/18/1915
tippj101,Jim Tipper,04/26/1872
tipte101,Eric Tipton,06/09/1939
tiptj101,Joe Tipton,05/02/1948
tisct101,Tom Tischinski,04/11/1969
tisij101,Jack Tising,04/24/1936
titcc101,Ledell Titcomb,05/05/1886
tituj101,John Titus,06/08/1903
tobib101,Bill Tobin,07/21/1880
tobid001,Dave Tobik,08/26/1978
tobij101,Jack Tobin,04/16/1914
tobij102,Jackie Tobin,04/20/1945
tobij103,Jim Tobin,04/30/1937
tobim001,Mason Tobin,04/02/2011
tobip101,Pat Tobin,08/21/1941
tobit101,Tip Tobin,09/22/1932
tocaj001,Jorge Toca,09/12/1999
toccc001,Carlos Tocci,03/31/2018
todda101,Al Todd,04/25/1932
toddf101,Frank Todd,07/14/1898
toddj001,Jess Todd,06/05/2009
toddj101,Jackson Todd,05/05/1977
toddj102,Jim Todd,04/29/1974
todtp101,Phil Todt,04/25/1924
toenh101,Hal Toenes,09/17/1947
tolab101,Bobby Tolan,09/03/1965
tolak001,Kevin Tolar,09/11/2000
