Link,Name,From-Team,From-Franchise,# Transactions,# Players Traded Away,# Players Traded For,# Players Total,First Year,Last Year,Year Span,Ongoing,Comp Picks,total_WAR_out,total_WAR_in,WAR_total,total_G_out,total_G_in,G_total,total_PA_out,total_PA_in,PA_total,total_IP_out,total_IP_in,IP_total,total_salary_out,total_salary_in,salary_total
<a href=/player/motam101>motam101</a>,Manny Mota,Houston Astros,ASTROS,1,1,2,3,1963,1963,0,No,0,6.61,0.36,-6.25,642,133,-509,1858,448,-1410,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/motam101>motam101</a>,Manny Mota,Montreal Expos,NATEX,4,5,7,12,1969,1978,9,No,0,18.8,19.12,0.32,1836,868,-968,5544,3116,-2428,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/motld001>motld001</a>,Darryl Motley,Kansas City Royals,ROYALS,5,9,8,17,1986,1994,8,No,2,21.74,13.54,-8.2,1174,873,-301,1102,3196,2094,6286.0,326.0,-5960.0,1438000.0,0.0,-1438000.0
<a href=/player/mottc101>mottc101</a>,Curt Motton,Baltimore Orioles,ORLS,4,4,5,9,1971,1979,8,No,0,-0.08,4.3,4.38,77,137,60,22,2,-20,299.0,750.0,451.0,0.0,0.0,0.0
<a href=/player/mottc101>mottc101</a>,Curt Motton,Milwaukee Brewers,BREWRS,1,1,1,2,1972,1972,0,No,0,0.01,-0.86,-0.87,42,10,-32,44,4,-40,0.0,56.0,56.0,20500.0,0.0,-20500.0
<a href=/player/mottt001>mottt001</a>,Taylor Motter,Tampa Bay Devil Rays,RAYS,1,2,3,5,2016,2021,5,Yes,0,-0.63,1.91,2.54,100,161,61,297,1,-296,3.0,549.0,546.0,0.0,0.0,0.0
<a href=/player/moulg101>moulg101</a>,Glen Moulder,Brooklyn Dodgers,DOGRS,1,1,1,2,1950,1951,1,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mousm001>mousm001</a>,Mike Moustakas,Kansas City Royals,ROYALS,2,2,3,5,2018,2020,2,Yes,0,5.78,-0.83,-6.61,333,134,-199,1119,238,-881,3.0,475.0,472.0,0.0,0.0,0.0
<a href=/player/moutj001>moutj001</a>,James Mouton,Houston Astros,ASTROS,1,1,1,2,1998,1999,1,No,0,-1.01,1.9,2.91,55,98,43,71,97,26,0.0,813.0,813.0,0.0,0.0,0.0
<a href=/player/moutl001>moutl001</a>,Lyle Mouton,New York Yankees,YANKS,1,2,1,3,1995,1995,0,No,0,1.86,4.02,2.16,233,30,-203,702,0,-702,0.0,653.0,653.0,0.0,0.0,0.0
<a href=/player/moutl001>moutl001</a>,Lyle Mouton,Baltimore Orioles,ORLS,1,1,1,2,1999,1999,0,No,0,0.16,0.0,-0.16,56,0,-56,128,0,-128,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/moutl001>moutl001</a>,Lyle Mouton,Philadelphia Phillies,PHILS,1,1,1,2,2003,2003,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mowrj101>mowrj101</a>,Joe Mowry,Minneapolis,Minneapolis,1,1,3,4,1933,1933,0,No,0,-0.78,0.0,0.78,192,0,-192,511,0,-511,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mowrj101>mowrj101</a>,Joe Mowry,Boston Braves,BRAVES,1,2,1,3,1936,1940,4,No,0,0.0,8.2,8.2,0,205,205,0,253,253,0.0,2031.0,2031.0,0.0,0.0,0.0
<a href=/player/mowrm101>mowrm101</a>,Mike Mowrey,Cincinnati Reds,REDS,1,1,1,2,1909,1909,0,No,0,10.32,0.19,-10.13,538,13,-525,2171,49,-2122,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mowrm101>mowrm101</a>,Mike Mowrey,St. Louis Cardinals,CARDS,1,3,5,8,1913,1920,7,No,0,9.94,10.5,0.56,493,813,320,1225,2891,1666,2306.0,795.0,-1511.0,13500.0,0.0,-13500.0
<a href=/player/moyag001>moyag001</a>,Gabriel Moya,Arizona Diamondbacks,DBACKS,1,1,1,2,2017,2019,2,No,0,0.14,-0.48,-0.62,43,119,76,0,299,299,128.0,9.0,-119.0,0.0,0.0,0.0
<a href=/player/moyej001>moyej001</a>,Jamie Moyer,Chicago Cubs,CUBS,6,8,15,23,1988,1995,7,No,0,50.51,3.13,-47.38,2529,1449,-1080,6791,543,-6248,2650.0,3110.0,460.0,1193000.0,0.0,-1193000.0
<a href=/player/moyej001>moyej001</a>,Jamie Moyer,Boston Red Sox,RSOX,1,1,1,2,1996,1998,2,No,0,34.44,6.2,-28.24,337,340,3,31,1315,1284,6279.0,0.0,-6279.0,825000.0,0.0,-825000.0
<a href=/player/moyej001>moyej001</a>,Jamie Moyer,Seattle Mariners,MARNRS,1,1,2,3,2006,2006,0,No,0,4.31,0.0,-4.31,239,0,-239,269,0,-269,2162.0,0.0,-2162.0,5500000.0,0.0,-5500000.0
<a href=/player/muelb001>muelb001</a>,Bill Mueller,San Francisco Giants,GIANTS,1,1,1,2,2000,2003,3,No,0,3.59,2.59,-1.0,173,451,278,670,9,-661,0.0,686.0,686.0,1325000.0,0.0,-1325000.0
<a href=/player/muelb001>muelb001</a>,Bill Mueller,Chicago Cubs,CUBS,1,2,1,3,2002,2002,0,No,0,-0.13,0.0,0.13,8,0,-8,14,0,-14,0.0,0.0,0.0,3450000.0,0.0,-3450000.0
<a href=/player/muelh102>muelh102</a>,Heinie Mueller,St. Louis Cardinals,CARDS,1,1,1,2,1926,1926,0,No,0,0.3,3.22,2.92,169,99,-70,554,439,-115,0.0,0.0,0.0,4875.0,0.0,-4875.0
<a href=/player/muelh102>muelh102</a>,Heinie Mueller,Toledo,Toledo,1,2,1,3,1928,1928,0,No,0,-1.24,0.0,1.24,94,0,-94,291,0,-291,20.0,0.0,-20.0,0.0,0.0,0.0
<a href=/player/muelr101>muelr101</a>,Ray Mueller,Boston Braves,BRAVES,2,2,4,6,1938,1946,8,No,0,1.07,0.29,-0.78,243,210,-33,646,200,-446,0.0,1618.0,1618.0,0.0,0.0,0.0
<a href=/player/muelr101>muelr101</a>,Ray Mueller,Cincinnati Reds,REDS,10,18,24,42,1949,1965,16,No,0,91.56,26.25,-65.31,5002,2400,-2602,16123,6124,-9999,2749.0,1025.0,-1724.0,63000.0,0.0,-63000.0
<a href=/player/muffb101>muffb101</a>,Billy Muffett,St. Louis Cardinals,CARDS,2,6,5,11,1958,1965,7,No,0,0.78,23.86,23.08,573,513,-60,1253,888,-365,694.0,3387.0,2693.0,0.0,0.0,0.0
<a href=/player/muffb101>muffb101</a>,Billy Muffett,San Francisco Giants,GIANTS,1,2,1,3,1959,1959,0,No,0,1.57,0.59,-0.98,124,22,-102,73,0,-73,725.0,39.0,-686.0,0.0,0.0,0.0
<a href=/player/mujie001>mujie001</a>,Edward Mujica,San Diego Padres,PADRS,7,19,13,32,2010,2021,11,Yes,0,21.8,17.69,-4.11,1883,1364,-519,3716,4253,537,2638.0,362.0,-2276.0,9990300.0,0.0,-9990300.0
<a href=/player/mujie001>mujie001</a>,Edward Mujica,Miami Marlins,MARLNS,1,1,1,2,2012,2012,0,No,0,2.77,0.0,-2.77,183,0,-183,2,0,-2,273.0,0.0,-273.0,1625000.0,0.0,-1625000.0
<a href=/player/mujie001>mujie001</a>,Edward Mujica,Boston Red Sox,RSOX,1,2,1,3,2015,2015,0,No,0,-0.49,0.0,0.49,41,0,-41,0,0,0,101.0,0.0,-101.0,0.0,0.0,0.0
<a href=/player/muldm001>muldm001</a>,Mark Mulder,Oakland Athletics,ATLTCS,16,29,29,58,2004,2018,14,Yes,0,108.62,49.4,-59.22,6127,2964,-3163,18338,8301,-10037,6576.0,6023.0,-553.0,37067500.0,0.0,-37067500.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,San Francisco Giants,GIANTS,2,4,4,8,1989,1995,6,No,0,14.97,0.18,-14.79,1080,283,-797,2467,146,-2321,4215.0,391.0,-3824.0,1545000.0,0.0,-1545000.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,Philadelphia Phillies,PHILS,1,2,3,5,1994,2002,8,No,0,-0.95,-1.6,-0.65,27,666,639,0,1569,1569,372.0,587.0,215.0,0.0,0.0,0.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,Philadelphia Phillies,PHILS,2,2,2,4,1996,2001,5,No,0,0.74,-1.66,-2.4,57,337,280,189,1216,1027,208.0,0.0,-208.0,1045000.0,0.0,-1045000.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,Chicago Cubs,CUBS,3,5,7,12,1999,2001,2,No,2,0.04,-3.17,-3.21,294,120,-174,362,46,-316,1366.0,490.0,-876.0,5325000.0,0.0,-5325000.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,Pittsburgh Pirates,PIRATS,4,5,5,10,2001,2006,5,No,0,-2.39,-0.22,2.17,239,214,-25,117,329,212,377.0,169.0,-208.0,6500000.0,0.0,-6500000.0
<a href=/player/mulht001>mulht001</a>,Terry Mulholland,Los Angeles Dodgers,DOGRS,1,3,1,4,2002,2004,2,No,0,-0.33,0.6,0.93,92,177,85,4,5,1,830.0,299.0,-531.0,3250000.0,0.0,-3250000.0
<a href=/player/mullb101>mullb101</a>,Billy Mullen,Detroit Tigers,TIGRS,2,5,4,9,1927,1934,7,No,0,25.64,16.62,-9.02,1182,957,-225,3618,3579,-39,3712.0,0.0,-3712.0,12500.0,0.0,-12500.0
<a href=/player/mullb101>mullb101</a>,Billy Mullen,Brooklyn Dodgers,DOGRS,1,2,1,3,1925,1927,2,No,0,0.0,0.0,0.0,0,40,40,0,13,13,0.0,139.0,139.0,0.0,0.0,0.0
<a href=/player/mullb101>mullb101</a>,Billy Mullen,FortWorth,FortWorth,1,2,2,4,1925,1925,0,No,0,-0.54,0.0,0.54,83,0,-83,54,0,-54,341.0,0.0,-341.0,0.0,0.0,0.0
<a href=/player/mullc101>mullc101</a>,Charlie Mullen,Lincoln,Lincoln,1,1,2,3,1914,1914,0,No,0,0.94,0.0,-0.94,192,0,-192,644,0,-644,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mullf001>mullf001</a>,Fran Mullins,Chicago White Sox,WSOX,1,1,1,2,1983,1984,1,No,0,0.0,0.18,0.18,0,12,12,0,11,11,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mullf101>mullf101</a>,Freddie Muller,Boston Red Sox,RSOX,2,4,2,6,1934,1946,12,No,0,-0.53,28.3,28.83,39,1263,1224,121,5085,4964,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mullg101>mullg101</a>,Greg Mulleavy,Toledo,Toledo,1,1,2,3,1930,1934,4,No,0,-0.54,0.0,0.54,78,0,-78,324,0,-324,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mullg101>mullg101</a>,Greg Mulleavy,Chicago White Sox,WSOX,2,7,3,10,1932,1936,4,No,0,0.81,-0.11,-0.92,234,49,-185,748,93,-655,0.0,39.0,39.0,8600.0,0.0,-8600.0
<a href=/player/mullj103>mullj103</a>,Eddie Mulligan,Chicago White Sox,WSOX,2,5,2,7,1922,1931,9,No,0,8.34,28.43,20.09,522,1292,770,2094,5360,3266,0.0,0.0,0.0,22100.0,0.0,-22100.0
<a href=/player/mullj103>mullj103</a>,Eddie Mulligan,Chicago Cubs,CUBS,1,1,2,3,1916,1916,0,No,0,0.0,-0.68,-0.68,0,69,69,0,256,256,0.0,0.0,0.0,1350.0,0.0,-1350.0
<a href=/player/mullr001>mullr001</a>,Rance Mulliniks,California Angels,ANGELS,4,5,7,12,1979,1983,4,No,0,17.81,3.93,-13.88,1525,241,-1284,5870,846,-5024,0.0,43.0,43.0,0.0,0.0,0.0
<a href=/player/mullr001>mullr001</a>,Rance Mulliniks,Kansas City Royals,ROYALS,1,1,1,2,1982,1983,1,No,0,15.83,0.0,-15.83,1115,0,-1115,3470,0,-3470,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mulls002>mulls002</a>,Scott Mullen,Kansas City Royals,ROYALS,2,3,2,5,2003,2004,1,No,0,-0.09,-0.19,-0.1,2,17,15,1,19,18,9.0,0.0,-9.0,0.0,0.0,0.0
<a href=/player/mullt101>mullt101</a>,Tony Mullane,Cincinnati Reds,REDS,1,1,2,3,1893,1893,0,No,0,3.4,0.84,-2.56,114,42,-72,180,193,13,1102.0,0.0,-1102.0,2100.0,0.0,-2100.0
<a href=/player/mullt101>mullt101</a>,Tony Mullane,Baltimore Orioles,BLN,1,1,1,2,1894,1894,0,No,0,-0.28,0.0,0.28,8,0,-8,18,0,-18,99.0,0.0,-99.0,0.0,0.0,0.0
<a href=/player/mulrf101>mulrf101</a>,Frank Mulroney,Boston Red Sox,RSOX,2,6,4,10,1930,1937,7,No,0,1.87,7.56,5.69,361,744,383,1356,1842,486,119.0,1357.0,1238.0,15100.0,0.0,-15100.0
<a href=/player/mulvk001>mulvk001</a>,Kevin Mulvey,New York Mets,METS,1,4,1,5,2008,2013,5,No,0,2.31,15.63,13.32,305,210,-95,963,247,-716,66.0,2151.0,2085.0,0.0,0.0,0.0
<a href=/player/mulvk001>mulvk001</a>,Kevin Mulvey,Minnesota Twins,TWINS,1,1,1,2,2009,2010,1,No,0,-0.41,1.94,2.35,16,78,62,7,1,-6,78.0,220.0,142.0,0.0,0.0,0.0
<a href=/player/mumpj001>mumpj001</a>,Jerry Mumphrey,St. Louis Cardinals,CARDS,1,2,1,3,1979,1980,1,No,0,5.72,-0.43,-6.15,56,86,30,0,270,270,1178.0,0.0,-1178.0,0.0,0.0,0.0
<a href=/player/mumpj001>mumpj001</a>,Jerry Mumphrey,Cleveland Indians,INDINS,7,12,14,26,1980,2011,31,No,2,38.83,55.66,16.83,1690,2720,1030,6276,9199,2923,2682.0,4713.0,2031.0,1767500.0,0.0,-1767500.0
<a href=/player/mumpj001>mumpj001</a>,Jerry Mumphrey,San Diego Padres,PADRS,5,10,10,20,1981,1989,8,No,1,31.59,15.32,-16.27,2540,1209,-1331,8500,2443,-6057,1963.0,4252.0,2289.0,0.0,0.0,0.0
<a href=/player/mumpj001>mumpj001</a>,Jerry Mumphrey,New York Yankees,YANKS,1,1,1,2,1983,1985,2,No,0,4.93,0.17,-4.76,325,199,-126,1241,613,-628,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/mumpj001>mumpj001</a>,Jerry Mumphrey,Houston Astros,ASTROS,2,2,3,5,1985,1990,5,No,0,1.33,6.01,4.68,319,667,348,845,2612,1767,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/muncb101>muncb101</a>,Bob Muncrief,St.Louis Browns,ORLS,6,12,14,26,1947,1960,13,No,0,15.93,14.55,-1.38,866,1429,563,1976,4545,2569,2508.0,1208.0,-1300.0,30000.0,0.0,-30000.0
<a href=/player/mungr101>mungr101</a>,Red Munger,St. Louis Cardinals,CARDS,1,1,1,2,1952,1952,0,No,0,0.21,-0.28,-0.49,80,38,-42,41,9,-32,400.0,117.0,-283.0,0.0,0.0,0.0
<a href=/player/mungv101>mungv101</a>,Van Mungo,Brooklyn Dodgers,DOGRS,4,8,8,16,1941,1958,17,No,0,4.28,10.97,6.69,1667,1086,-581,5534,2416,-3118,435.0,3148.0,2713.0,50000.0,0.0,-50000.0
<a href=/player/munnl101>munnl101</a>,Les Munns,StPaul,StPaul,1,1,4,5,1933,1933,0,No,0,-1.36,0.0,1.36,110,0,-110,47,0,-47,473.0,0.0,-473.0,0.0,0.0,0.0
<a href=/player/munns101>munns101</a>,Scott Munninghoff,Philadelphia Phillies,PHILS,5,9,9,18,1981,1988,7,No,0,7.67,6.22,-1.45,1238,579,-659,3588,1540,-2048,737.0,444.0,-293.0,1380000.0,0.0,-1380000.0
<a href=/player/munoa002>munoa002</a>,Andres Munoz,San Diego Padres,PADRS,1,4,3,7,2020,2021,1,Yes,0,5.43,0.42,-5.01,353,36,-317,1365,75,-1290,2.0,42.0,40.0,0.0,0.0,0.0
<a href=/player/munob001>munob001</a>,Bobby Munoz,New York Yankees,YANKS,1,3,2,5,1994,1995,1,No,0,-1.6,-0.95,0.65,666,27,-639,1569,0,-1569,587.0,372.0,-215.0,0.0,0.0,0.0
<a href=/player/munom001>munom001</a>,Mike Munoz,Los Angeles Dodgers,DOGRS,1,1,1,2,1990,1990,0,No,0,0.81,0.0,-0.81,80,0,-80,0,0,0,181.0,0.0,-181.0,0.0,0.0,0.0
<a href=/player/munoo001>munoo001</a>,Oscar Munoz,Cleveland Indians,INDINS,1,2,1,3,1992,1995,3,No,0,-0.31,3.9,4.21,10,487,477,0,1779,1779,106.0,0.0,-106.0,0.0,0.0,0.0
<a href=/player/munop001>munop001</a>,Pedro Munoz,Toronto Blue Jays,BJAYS,1,2,1,3,1990,1990,0,No,0,0.48,-0.21,-0.69,536,13,-523,1913,0,-1913,0.0,64.0,64.0,255000.0,0.0,-255000.0
<a href=/player/munoy001>munoy001</a>,Yairo Munoz,Oakland Athletics,ATLTCS,1,2,1,3,2017,2017,0,Yes,0,-0.26,0.0,0.26,208,0,-208,527,0,-527,3.0,0.0,-3.0,0.0,0.0,0.0
<a href=/player/munrp001>munrp001</a>,Peter Munro,Boston Red Sox,RSOX,1,2,1,3,1998,2000,2,No,0,-0.36,2.97,3.33,41,241,200,1,918,917,243.0,0.0,-243.0,0.0,0.0,0.0
<a href=/player/munrp001>munrp001</a>,Peter Munro,Toronto Blue Jays,BJAYS,1,1,1,2,2000,2000,0,No,0,0.0,0.81,0.81,0,47,47,0,206,206,0.0,0.0,0.0,220000.0,0.0,-220000.0
<a href=/player/munsj101>munsj101</a>,Joe Munson,Chicago Cubs,CUBS,2,4,3,7,1926,1934,8,No,0,0.0,24.0,24.0,0,988,988,0,3984,3984,0.0,0.0,0.0,12967.0,0.0,-12967.0
<a href=/player/muras001>muras001</a>,Steve Mura,San Diego Padres,PADRS,7,12,13,25,1981,1993,12,No,1,64.79,33.72,-31.07,2384,3112,728,8892,7842,-1050,1163.0,2653.0,1490.0,905000.0,0.0,-905000.0
<a href=/player/murcb101>murcb101</a>,Bobby Murcer,New York Yankees,YANKS,22,50,41,91,1974,2001,27,No,2,85.65,95.73,10.08,5899,5684,-215,17528,18205,677,12396.0,7138.0,-5258.0,3804706.0,0.0,-3804706.0
<a href=/player/murcb101>murcb101</a>,Bobby Murcer,San Francisco Giants,GIANTS,15,30,32,62,1977,1998,21,No,2,51.49,73.51,22.02,3614,5339,1725,8817,8462,-355,5201.0,15628.0,10427.0,10639278.0,0.0,-10639278.0
<a href=/player/murcb101>murcb101</a>,Bobby Murcer,Chicago Cubs,CUBS,2,4,2,6,1979,1982,3,No,0,0.19,0.93,0.74,338,128,-210,948,477,-471,152.0,0.0,-152.0,320000.0,0.0,-320000.0
<a href=/player/murct101>murct101</a>,Tim Murchison,St. Louis Cardinals,CARDS,1,4,1,5,1918,1918,0,No,0,0.0,0.57,0.57,0,80,80,0,312,312,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murfr101>murfr101</a>,Red Murff,New York Giants,GIANTS,1,1,1,2,1955,1957,2,No,0,-0.36,0.0,0.36,52,0,-52,12,0,-12,151.0,0.0,-151.0,0.0,0.0,0.0
<a href=/player/murpb001>murpb001</a>,Bill Murphy,Oakland Athletics,ATLTCS,6,10,8,18,2003,2017,14,Yes,0,-1.4,14.82,16.22,291,1017,726,344,2748,2404,719.0,1374.0,655.0,18058194.0,0.0,-18058194.0
<a href=/player/murpb001>murpb001</a>,Bill Murphy,Florida Marlins,MARLNS,10,19,25,44,2004,2019,15,Yes,0,75.87,54.29,-21.58,2478,2882,404,6294,8326,2032,10672.0,5424.0,-5248.0,38568667.0,0.0,-38568667.0
<a href=/player/murpb001>murpb001</a>,Bill Murphy,Los Angeles Dodgers,DOGRS,1,3,2,5,2004,2004,0,No,0,-0.45,1.02,1.47,67,105,38,129,363,234,19.0,0.0,-19.0,0.0,0.0,0.0
<a href=/player/murpd001>murpd001</a>,Dale Murphy,Atlanta Braves,BRAVES,3,4,5,9,1990,1991,1,No,0,7.07,0.22,-6.85,460,126,-334,1122,43,-1079,1808.0,218.0,-1590.0,2100000.0,0.0,-2100000.0
<a href=/player/murpd003>murpd003</a>,Dan Murphy,Milwaukee Brewers,BREWRS,2,3,4,7,1989,1993,4,No,0,-0.17,2.11,2.28,14,83,69,0,0,0,19.0,300.0,281.0,0.0,0.0,0.0
<a href=/player/murpd005>murpd005</a>,David Murphy,Boston Red Sox,RSOX,4,8,6,14,2007,2017,10,No,3,18.18,4.77,-13.41,1196,220,-976,3031,777,-2254,3507.0,311.0,-3196.0,415500.0,0.0,-415500.0
<a href=/player/murpd005>murpd005</a>,David Murphy,Cleveland Indians,INDINS,1,1,1,2,2015,2019,4,No,0,-0.3,-0.71,-0.41,48,15,-33,162,48,-114,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murpd006>murpd006</a>,Daniel Murphy,Washington Nationals,NATEX,3,7,6,13,2018,2021,3,Yes,0,0.11,4.3,4.19,169,190,21,579,712,133,140.0,0.0,-140.0,24500000.0,0.0,-24500000.0
<a href=/player/murpd105>murpd105</a>,Danny Murphy,Chicago Cubs,CUBS,6,9,11,20,1963,1968,5,No,0,-0.05,-1.18,-1.13,253,592,339,665,1006,341,220.0,727.0,507.0,0.0,0.0,0.0
<a href=/player/murpd105>murpd105</a>,Danny Murphy,Houston Astros,ASTROS,1,3,1,4,1963,1964,1,No,0,0.82,1.37,0.55,136,133,-3,10,502,492,336.0,0.0,-336.0,0.0,0.0,0.0
<a href=/player/murpd105>murpd105</a>,Danny Murphy,Chicago White Sox,WSOX,5,7,6,13,1971,1976,5,No,0,-2.36,0.03,2.39,667,792,125,1044,1819,775,489.0,881.0,392.0,27000.0,0.0,-27000.0
<a href=/player/murpe102>murpe102</a>,Eddie Murphy,Baltimore,Baltimore,2,3,5,8,1912,1914,2,No,0,9.51,0.0,-9.51,886,0,-886,3679,0,-3679,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murpj001>murpj001</a>,John Ryan Murphy,New York Yankees,YANKS,1,1,1,2,2015,2015,0,Yes,0,-0.53,0.0,0.53,26,0,-26,90,0,-90,0.0,0.0,0.0,518700.0,0.0,-518700.0
<a href=/player/murpj001>murpj001</a>,John Ryan Murphy,Minnesota Twins,TWINS,1,1,1,2,2017,2019,2,No,0,-0.48,0.14,0.62,119,43,-76,299,0,-299,9.0,128.0,119.0,0.0,0.0,0.0
<a href=/player/murpj103>murpj103</a>,Johnny Murphy,StPaul,StPaul,1,2,5,7,1931,1932,1,No,0,15.3,0.0,-15.3,992,0,-992,1098,0,-1098,2971.0,0.0,-2971.0,0.0,0.0,0.0
<a href=/player/murpm101>murpm101</a>,Morgan Murphy,Cincinnati Reds,REDS,4,11,5,16,1895,1906,11,No,0,8.81,24.47,15.66,1114,1079,-35,4520,3525,-995,393.0,2208.0,1815.0,1500.0,0.0,-1500.0
<a href=/player/murpm101>murpm101</a>,Morgan Murphy,St. Louis Cardinals,CARDS,1,1,1,2,1897,1899,2,No,0,-0.06,0.64,0.7,5,89,84,18,320,302,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murpr001>murpr001</a>,Rob Murphy,Cincinnati Reds,REDS,2,3,4,7,1988,1991,3,No,0,5.15,-2.88,-8.03,374,383,9,948,1386,438,486.0,0.0,-486.0,1340000.0,0.0,-1340000.0
<a href=/player/murpr001>murpr001</a>,Rob Murphy,Boston Red Sox,RSOX,2,3,2,5,1991,1993,2,No,0,0.62,0.09,-0.53,106,123,17,5,239,234,258.0,782.0,524.0,177000.0,0.0,-177000.0
<a href=/player/murpt002>murpt002</a>,Tom Murphy,San Francisco Giants,GIANTS,1,1,1,2,2019,2019,0,Yes,0,3.56,0.0,-3.56,175,0,-175,606,0,-606,9.0,0.0,-9.0,0.0,0.0,0.0
<a href=/player/murpt101>murpt101</a>,Tom Murphy,California Angels,ANGELS,3,3,4,7,1972,1978,6,No,0,0.67,2.83,2.16,48,493,445,39,1512,1473,211.0,370.0,159.0,55000.0,0.0,-55000.0
<a href=/player/murpt101>murpt101</a>,Tom Murphy,Kansas City Royals,ROYALS,1,1,1,2,1973,1973,0,No,0,0.89,0.0,-0.89,38,0,-38,27,0,-27,266.0,0.0,-266.0,0.0,0.0,0.0
<a href=/player/murpt101>murpt101</a>,Tom Murphy,St. Louis Cardinals,CARDS,3,3,3,6,1973,1976,3,No,0,2.97,-0.18,-3.15,208,36,-172,184,81,-103,641.0,0.0,-641.0,34000.0,0.0,-34000.0
<a href=/player/murpt101>murpt101</a>,Tom Murphy,Milwaukee Brewers,BREWRS,2,4,2,6,1976,1976,0,No,0,3.64,0.57,-3.07,542,69,-473,1808,219,-1589,335.0,0.0,-335.0,150000.0,0.0,-150000.0
<a href=/player/murrd001>murrd001</a>,Dale Murray,Montreal Expos,NATEX,3,4,4,8,1976,1990,14,No,1,-2.11,10.28,12.39,198,921,723,45,1873,1828,656.0,1567.0,911.0,0.0,0.0,0.0
<a href=/player/murrd001>murrd001</a>,Dale Murray,Cincinnati Reds,REDS,1,1,1,2,1978,1979,1,No,0,-0.76,-1.12,-0.36,222,74,-148,17,182,165,550.0,0.0,-550.0,0.0,0.0,0.0
<a href=/player/murrd001>murrd001</a>,Dale Murray,Toronto Blue Jays,BJAYS,5,11,10,21,1982,2002,20,No,2,27.04,54.84,27.8,1781,2798,1017,5518,11043,5525,3160.0,1213.0,-1947.0,5387500.0,0.0,-5387500.0
<a href=/player/murrd002>murrd002</a>,Dan Murray,New York Mets,METS,12,25,27,52,1999,2021,22,Yes,0,23.9,25.99,2.09,988,1828,840,1624,4624,3000,6089.0,4666.0,-1423.0,30731467.0,0.0,-30731467.0
<a href=/player/murre001>murre001</a>,Eddie Murray,Baltimore Orioles,ORLS,5,6,7,13,1988,1993,5,No,0,13.19,1.07,-12.12,985,444,-541,3313,1296,-2017,944.0,523.0,-421.0,3292904.0,0.0,-3292904.0
<a href=/player/murre001>murre001</a>,Eddie Murray,Cleveland Indians,INDINS,1,1,1,2,1996,1996,0,No,0,0.17,0.32,0.15,64,10,-54,263,0,-263,0.0,35.0,35.0,2000000.0,0.0,-2000000.0
<a href=/player/murrg001>murrg001</a>,Glenn Murray,Montreal Expos,NATEX,1,1,1,2,1994,1994,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murrg001>murrg001</a>,Glenn Murray,Boston Red Sox,RSOX,8,14,15,29,1996,2020,24,Yes,4,-2.56,56.84,59.4,788,2785,1997,802,6826,6024,1145.0,5281.0,4136.0,26826923.0,0.0,-26826923.0
<a href=/player/murrg101>murrg101</a>,George Murray,New York Yankees,YANKS,1,4,1,5,1923,1934,11,No,0,-1.25,33.68,34.93,272,692,420,598,908,310,765.0,6610.0,5845.0,0.0,0.0,0.0
<a href=/player/murrg101>murrg101</a>,George Murray,Boston Braves,BRAVES,2,5,2,7,1933,1940,7,No,0,0.0,7.42,7.42,0,397,397,0,764,764,0.0,2031.0,2031.0,0.0,0.0,0.0
<a href=/player/murrj102>murrj102</a>,Joe Murray,New York Yankees,YANKS,1,4,1,5,1947,1947,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/murrl101>murrl101</a>,Larry Murray,New York Yankees,YANKS,2,4,2,6,1977,1985,8,No,1,-3.76,2.42,6.18,344,31,-313,885,0,-885,78.0,651.0,573.0,0.0,0.0,0.0
