Link,Name,From-Team,From-Franchise,# Transactions,# Players Traded Away,# Players Traded For,# Players Total,First Year,Last Year,Year Span,Ongoing,Comp Picks,total_WAR_out,total_WAR_in,WAR_total,total_G_out,total_G_in,G_total,total_PA_out,total_PA_in,PA_total,total_IP_out,total_IP_in,IP_total,total_salary_out,total_salary_in,salary_total
<a href=/player/dempr002>dempr002</a>,Ryan Dempster,Florida Marlins,MARLNS,6,12,13,25,2002,2012,10,No,2,-4.59,10.93,15.52,421,1075,654,816,2503,1687,1364.0,2172.0,808.0,12425000.0,0.0,-12425000.0
<a href=/player/dempr002>dempr002</a>,Ryan Dempster,Chicago Cubs,CUBS,1,1,2,3,2012,2016,4,No,0,0.17,0.0,-0.17,12,0,-12,0,0,0,207.0,0.0,-207.0,14000000.0,0.0,-14000000.0
<a href=/player/dendm001>dendm001</a>,Matt den Dekker,New York Mets,METS,1,1,1,2,2015,2018,3,No,0,0.77,2.89,2.12,74,425,351,149,3,-146,0.0,416.0,416.0,0.0,0.0,0.0
<a href=/player/deneb101>deneb101</a>,Bill Denehy,New York Mets,METS,1,2,1,3,1967,1967,0,No,0,-0.14,0.0,0.14,6,0,-6,0,0,0,6.0,0.0,-6.0,8000.0,0.0,-8000.0
<a href=/player/deneb101>deneb101</a>,Bill Denehy,Washington Senators,RNGRS,1,2,1,3,1969,1970,1,No,0,0.0,1.6,1.6,0,167,167,0,535,535,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/deneb101>deneb101</a>,Bill Denehy,New York Mets,METS,1,2,1,3,1971,1971,0,No,0,0.49,0.0,-0.49,124,0,-124,28,0,-28,416.0,0.0,-416.0,0.0,0.0,0.0
<a href=/player/deneb101>deneb101</a>,Bill Denehy,Detroit Tigers,TIGRS,4,4,4,8,1971,1973,2,No,0,0.39,1.92,1.53,72,72,0,148,3,-145,36.0,356.0,320.0,0.0,0.0,0.0
<a href=/player/denkt001>denkt001</a>,Travis Denker,Los Angeles Dodgers,DOGRS,1,1,1,2,2007,2008,1,No,0,0.11,-1.0,-1.11,24,128,104,42,142,100,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dennd101>dennd101</a>,Don Dennis,St. Louis Cardinals,CARDS,1,2,2,4,1966,1967,1,No,0,2.36,-0.3,-2.66,603,24,-579,1918,71,-1847,0.0,0.0,0.0,9000.0,0.0,-9000.0
<a href=/player/dennj001>dennj001</a>,John Denny,St. Louis Cardinals,CARDS,1,2,1,3,1979,1980,1,No,0,5.72,-0.43,-6.15,56,86,30,0,270,270,1178.0,0.0,-1178.0,0.0,0.0,0.0
<a href=/player/dennj001>dennj001</a>,John Denny,Cleveland Indians,INDINS,2,3,5,8,1982,1988,6,No,0,18.1,2.33,-15.77,276,149,-127,246,0,-246,3118.0,1599.0,-1519.0,0.0,0.0,0.0
<a href=/player/dennj001>dennj001</a>,John Denny,Philadelphia Phillies,PHILS,2,3,4,7,1985,1987,2,No,0,4.94,1.72,-3.22,271,272,1,922,426,-496,542.0,530.0,-12.0,1109333.0,0.0,-1109333.0
<a href=/player/denoc001>denoc001</a>,Chris Denorfia,Cincinnati Reds,REDS,1,1,2,3,2007,2008,1,No,0,0.33,-0.06,-0.39,33,44,11,73,0,-73,0.0,59.0,59.0,0.0,0.0,0.0
<a href=/player/denoc001>denoc001</a>,Chris Denorfia,San Diego Padres,PADRS,6,7,11,18,2014,2021,7,Yes,0,7.75,2.2,-5.55,614,468,-146,1581,617,-964,1057.0,783.0,-274.0,3900000.0,0.0,-3900000.0
<a href=/player/dentb001>dentb001</a>,Bucky Dent,Chicago White Sox,WSOX,6,10,14,24,1977,1997,20,No,1,14.82,36.25,21.43,1260,2444,1184,3433,7568,4135,1605.0,4459.0,2854.0,790500.0,0.0,-790500.0
<a href=/player/dentb001>dentb001</a>,Bucky Dent,New York Yankees,YANKS,3,3,6,9,1982,1983,1,No,0,15.14,0.27,-14.87,1400,37,-1363,1541,144,-1397,1801.0,0.0,-1801.0,0.0,0.0,0.0
<a href=/player/dents101>dents101</a>,Sam Dente,Boston Red Sox,RSOX,2,5,3,8,1947,1955,8,No,0,0.52,24.8,24.28,500,919,419,1627,990,-637,67.0,3427.0,3360.0,0.0,0.0,0.0
<a href=/player/dents101>dents101</a>,Sam Dente,St.Louis Browns,ORLS,12,22,27,49,1948,1960,12,No,0,27.3,29.76,2.46,2866,3068,202,7448,7690,242,6528.0,6057.0,-471.0,55500.0,0.0,-55500.0
<a href=/player/dents101>dents101</a>,Sam Dente,Washington Senators,TWINS,18,31,34,65,1951,1963,12,No,0,44.58,4.58,-40.0,3103,4341,1238,10756,11476,720,1213.0,4683.0,3470.0,38500.0,0.0,-38500.0
<a href=/player/depaj002>depaj002</a>,Jorge de Paula,Colorado Rockies,ROCKS,1,1,1,2,2001,2001,0,No,0,0.44,-0.59,-1.03,10,14,4,0,0,0,81.0,22.0,-59.0,0.0,0.0,0.0
<a href=/player/dernb001>dernb001</a>,Bob Dernier,Philadelphia Phillies,PHILS,3,6,4,10,1984,1986,2,No,0,8.36,-0.43,-8.79,1292,232,-1060,3847,16,-3831,227.0,557.0,330.0,0.0,0.0,0.0
<a href=/player/derom001>derom001</a>,Mark DeRosa,Chicago Cubs,CUBS,5,9,12,21,2008,2019,11,Yes,0,20.07,8.55,-11.52,907,1464,557,2034,410,-1624,3536.0,2836.0,-700.0,6250000.0,0.0,-6250000.0
<a href=/player/derom001>derom001</a>,Mark DeRosa,Cleveland Indians,INDINS,1,1,2,3,2009,2013,4,No,0,0.42,4.0,3.58,68,311,243,262,0,-262,0.0,883.0,883.0,5500000.0,0.0,-5500000.0
<a href=/player/derrc101>derrc101</a>,Claud Derrick,Philadelphia Athletics,ATLTCS,2,5,3,8,1912,1916,4,No,0,0.94,11.21,10.27,71,847,776,237,3547,3310,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/derrc101>derrc101</a>,Claud Derrick,Detroit Tigers,TIGRS,1,1,1,2,1912,1912,0,No,0,0.22,0.0,-0.22,23,0,-23,73,0,-73,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/derrc101>derrc101</a>,Claud Derrick,Cincinnati Reds,REDS,1,1,1,2,1914,1916,2,No,0,-0.41,-2.49,-2.08,28,250,222,105,875,770,0.0,0.0,0.0,3300.0,0.0,-3300.0
<a href=/player/derrm101>derrm101</a>,Mike Derrick,Pittsburgh Pirates,PIRATS,2,3,3,6,1967,1969,2,No,0,2.16,-0.09,-2.25,398,87,-311,1040,143,-897,429.0,0.0,-429.0,0.0,0.0,0.0
<a href=/player/derrp101>derrp101</a>,Paul Derringer,St. Louis Cardinals,CARDS,2,4,7,11,1933,1941,8,No,0,35.44,3.4,-32.04,1483,791,-692,3153,2855,-298,8479.0,390.0,-8089.0,10000.0,0.0,-10000.0
<a href=/player/derrr101>derrr101</a>,Russ Derry,Philadelphia Athletics,ATLTCS,1,4,1,5,1946,1954,8,No,0,0.34,26.76,26.42,48,917,869,112,4210,4098,0.0,0.0,0.0,7000.0,0.0,-7000.0
<a href=/player/desag101>desag101</a>,Gene Desautels,Boston Red Sox,RSOX,4,12,11,23,1940,1956,16,No,0,20.74,30.94,10.2,2288,1730,-558,6966,4243,-2723,4828.0,6235.0,1407.0,124000.0,0.0,-124000.0
<a href=/player/desca001>desca001</a>,Anthony DeSclafani,Toronto Blue Jays,BJAYS,3,15,11,26,2012,2018,6,No,0,24.75,21.38,-3.37,2099,1087,-1012,5739,3162,-2577,4668.0,4579.0,-89.0,8732900.0,0.0,-8732900.0
<a href=/player/desca001>desca001</a>,Anthony DeSclafani,Miami Marlins,MARLNS,2,5,4,9,2014,2015,1,Yes,0,5.93,0.44,-5.49,229,31,-198,228,27,-201,1943.0,265.0,-1678.0,9400000.0,0.0,-9400000.0
<a href=/player/deshd001>deshd001</a>,Delino DeShields,Montreal Expos,NATEX,4,8,9,17,1993,2006,13,No,0,63.97,29.14,-34.83,1073,1003,-70,2180,960,-1220,5870.0,7544.0,1674.0,9965000.0,0.0,-9965000.0
<a href=/player/deshd002>deshd002</a>,Delino DeShields,Texas Rangers,RNGRS,1,2,2,4,2019,2020,1,No,0,2.79,0.06,-2.73,113,1,-112,120,0,-120,209.0,3.0,-206.0,1400000.0,0.0,-1400000.0
<a href=/player/deshj001>deshj001</a>,Jim Deshaies,New York Yankees,YANKS,4,8,5,13,1985,1989,4,No,0,16.4,-1.53,-17.93,1169,149,-1020,2749,144,-2605,4224.0,1295.0,-2929.0,1022000.0,0.0,-1022000.0
<a href=/player/deshj001>deshj001</a>,Jim Deshaies,Minnesota Twins,TWINS,1,1,3,4,1993,1996,3,No,0,-0.08,0.11,0.19,10,5,-5,6,0,-6,51.0,80.0,29.0,700000.0,0.0,-700000.0
<a href=/player/deshj101>deshj101</a>,Jimmie DeShong,Philadelphia Athletics,ATLTCS,3,7,3,10,1932,1934,2,No,0,0.0,1.78,1.78,0,84,84,0,89,89,0.0,644.0,644.0,7600.0,0.0,-7600.0
<a href=/player/deshj101>deshj101</a>,Jimmie DeShong,New York Yankees,YANKS,1,2,2,4,1936,1940,4,No,0,1.79,4.55,2.76,337,355,18,641,541,-100,1980.0,2260.0,280.0,0.0,0.0,0.0
<a href=/player/desij001>desij001</a>,John DeSilva,Detroit Tigers,TIGRS,1,1,1,2,1993,1994,1,No,0,-0.01,0.43,0.44,6,60,54,0,227,227,16.0,0.0,-16.0,0.0,0.0,0.0
<a href=/player/desij001>desij001</a>,John DeSilva,Los Angeles Dodgers,DOGRS,1,1,1,2,1994,1994,0,No,0,-0.12,0.0,0.12,2,0,-2,0,0,0,26.0,0.0,-26.0,0.0,0.0,0.0
<a href=/player/despo001>despo001</a>,Odrisamer Despaigne,San Diego Padres,PADRS,1,1,1,2,2016,2016,0,Yes,0,-0.22,0.0,0.22,19,0,-19,0,0,0,82.0,0.0,-82.0,0.0,0.0,0.0
<a href=/player/desse001>desse001</a>,Elmer Dessens,Cincinnati Reds,REDS,2,5,6,11,2002,2012,10,No,0,1.97,3.61,1.64,937,1076,139,2944,1747,-1197,922.0,809.0,-113.0,6375000.0,0.0,-6375000.0
<a href=/player/desse001>desse001</a>,Elmer Dessens,Arizona Diamondbacks,DBACKS,1,1,1,2,2004,2004,0,No,0,0.84,0.0,-0.84,117,0,-117,15,0,-15,325.0,0.0,-325.0,4000000.0,0.0,-4000000.0
<a href=/player/desse001>desse001</a>,Elmer Dessens,Kansas City Royals,ROYALS,1,1,4,5,2006,2007,1,No,0,0.09,-0.05,-0.14,38,40,2,1,5,4,69.0,613.0,544.0,1700000.0,0.0,-1700000.0
<a href=/player/desse001>desse001</a>,Elmer Dessens,Los Angeles Dodgers,DOGRS,1,1,2,3,2007,2007,0,No,0,-0.51,-0.33,0.18,24,47,23,0,66,66,45.0,0.0,-45.0,0.0,0.0,0.0
<a href=/player/desto001>desto001</a>,Orestes Destrade,New York Yankees,YANKS,1,1,1,2,1988,1988,0,No,0,-0.23,-0.06,0.17,36,16,-20,53,0,-53,0.0,43.0,43.0,0.0,0.0,0.0
<a href=/player/dethb101>dethb101</a>,Bob Detherage,Los Angeles Dodgers,DOGRS,1,3,1,4,1976,1981,5,No,0,0.46,19.38,18.92,71,542,471,226,2055,1829,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dethb101>dethb101</a>,Bob Detherage,St. Louis Cardinals,CARDS,1,2,2,4,1976,1978,2,No,0,6.18,-0.3,-6.48,183,31,-152,702,19,-683,0.0,118.0,118.0,0.0,0.0,0.0
<a href=/player/dethb101>dethb101</a>,Bob Detherage,Houston Astros,ASTROS,1,2,1,3,1977,1978,1,No,0,0.09,-0.34,-0.43,21,13,-8,7,21,14,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/detog101>detog101</a>,George Detore,Toledo,Toledo,1,1,2,3,1933,1933,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/detog101>detog101</a>,George Detore,Philadelphia Athletics,ATLTCS,1,2,1,3,1934,1934,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dettj001>dettj001</a>,John Dettmer,Texas Rangers,RNGRS,2,2,2,4,1995,1995,0,No,0,0.0,-0.14,-0.14,0,37,37,0,73,73,0.0,12.0,12.0,155000.0,0.0,-155000.0
<a href=/player/dettt101>dettt101</a>,Tom Dettore,Pittsburgh Pirates,PIRATS,1,2,1,3,1974,1975,1,No,0,-0.35,-0.31,0.04,112,84,-28,49,134,85,471.0,0.0,-471.0,0.0,0.0,0.0
<a href=/player/detwr001>detwr001</a>,Ross Detwiler,Washington Nationals,NATEX,2,2,3,5,2014,2020,6,No,0,-1.11,0.0,1.11,40,4,-36,34,0,-34,129.0,5.0,-124.0,3000000.0,0.0,-3000000.0
<a href=/player/devec001>devec001</a>,Chris Devenski,Chicago White Sox,WSOX,1,3,2,5,2012,2012,0,No,0,4.38,0.83,-3.55,242,35,-207,1,0,-1,927.0,104.0,-823.0,0.0,0.0,0.0
<a href=/player/devej001>devej001</a>,Jose Devers,New York Yankees,YANKS,1,3,1,4,2017,2017,0,Yes,0,2.19,0.0,-2.19,342,0,-342,1369,0,-1369,8.0,0.0,-8.0,9857143.0,0.0,-9857143.0
<a href=/player/devem001>devem001</a>,Mike Devereaux,Los Angeles Dodgers,DOGRS,2,2,3,5,1989,1995,6,No,2,12.98,8.5,-4.48,878,214,-664,3485,205,-3280,0.0,1800.0,1800.0,0.0,0.0,0.0
<a href=/player/devem001>devem001</a>,Mike Devereaux,Chicago White Sox,WSOX,1,1,1,2,1995,1995,0,No,0,0.4,0.0,-0.4,29,0,-29,57,0,-57,0.0,0.0,0.0,1350000.0,0.0,-1350000.0
<a href=/player/devia101>devia101</a>,Adrian Devine,Atlanta Braves,BRAVES,3,8,3,11,1976,1983,7,No,0,3.71,6.12,2.41,495,566,71,1015,2078,1063,923.0,87.0,-836.0,33500.0,0.0,-33500.0
<a href=/player/devia101>devia101</a>,Adrian Devine,Texas Rangers,RNGRS,4,9,7,16,1977,1988,11,No,0,9.87,29.07,19.2,738,2027,1289,1844,7192,5348,1774.0,2974.0,1200.0,330000.0,0.0,-330000.0
<a href=/player/devia101>devia101</a>,Adrian Devine,Atlanta Braves,BRAVES,2,3,5,8,1979,1981,2,No,0,1.23,1.75,0.52,177,210,33,304,347,43,541.0,927.0,386.0,150000.0,0.0,-150000.0
<a href=/player/devij001>devij001</a>,Joey Devine,Atlanta Braves,BRAVES,2,3,2,5,2008,2008,0,No,0,1.55,1.01,-0.54,122,88,-34,170,345,175,206.0,0.0,-206.0,7000000.0,0.0,-7000000.0
<a href=/player/devoa101>devoa101</a>,Al DeVormer,New York Yankees,YANKS,1,2,2,4,1923,1934,11,No,0,-0.1,9.14,9.24,74,571,497,223,688,465,0.0,4054.0,4054.0,0.0,0.0,0.0
<a href=/player/devod001>devod001</a>,Doug DeVore,Arizona Diamondbacks,DBACKS,1,1,2,3,2005,2005,0,No,0,0.0,-0.47,-0.47,0,13,13,0,0,0,0.0,24.0,24.0,0.0,0.0,0.0
<a href=/player/devoj101>devoj101</a>,Josh Devore,New York Giants,GIANTS,1,4,1,5,1913,1913,0,No,0,44.86,-0.25,-45.11,1467,52,-1415,5586,39,-5547,1664.0,335.0,-1329.0,8100.0,0.0,-8100.0
<a href=/player/devoj101>devoj101</a>,Josh Devore,Philadelphia Phillies,PHILS,2,2,2,4,1914,1916,2,No,0,-0.55,-0.56,-0.01,51,83,32,152,333,181,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dewib001>dewib001</a>,Blake DeWitt,Los Angeles Dodgers,DOGRS,2,4,4,8,2010,2013,3,No,0,0.08,2.91,2.83,324,264,-60,960,343,-617,0.0,1182.0,1182.0,410000.0,0.0,-410000.0
<a href=/player/dewim001>dewim001</a>,Matt DeWitt,St. Louis Cardinals,CARDS,1,3,2,5,1999,2000,1,No,0,0.12,1.62,1.5,212,64,-148,357,72,-285,353.0,583.0,230.0,1025000.0,0.0,-1025000.0
<a href=/player/dewim001>dewim001</a>,Matt DeWitt,Toronto Blue Jays,BJAYS,2,3,5,8,2001,2001,0,No,0,1.34,-0.46,-1.8,17,81,64,2,117,115,302.0,78.0,-224.0,0.0,0.0,0.0
<a href=/player/dewim001>dewim001</a>,Matt DeWitt,Chicago White Sox,WSOX,1,1,1,2,2001,2001,0,No,0,0.28,0.0,-0.28,16,0,-16,0,0,0,57.0,0.0,-57.0,0.0,0.0,0.0
<a href=/player/diaza001>diaza001</a>,Alex Diaz,New York Mets,METS,1,2,2,4,1991,1991,0,No,0,-0.75,0.0,0.75,42,0,-42,88,0,-88,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diaza001>diaza001</a>,Alex Diaz,Montreal Expos,NATEX,1,1,1,2,1991,1992,1,No,0,-0.85,0.0,0.85,133,0,-133,284,0,-284,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diaza002>diaza002</a>,Argenis Diaz,Boston Red Sox,RSOX,3,4,4,8,2009,2010,1,No,0,0.8,1.92,1.12,204,165,-39,735,496,-239,0.0,3.0,3.0,0.0,0.0,0.0
<a href=/player/diaza003>diaza003</a>,Aledmys Diaz,St. Louis Cardinals,CARDS,1,1,1,2,2017,2017,0,Yes,0,2.14,0.0,-2.14,130,0,-130,452,0,-452,0.0,0.0,0.0,2500000.0,0.0,-2500000.0
<a href=/player/diaza003>diaza003</a>,Aledmys Diaz,Toronto Blue Jays,BJAYS,1,1,1,2,2018,2018,0,Yes,0,2.79,0.0,-2.79,170,0,-170,625,0,-625,0.0,0.0,0.0,2000000.0,0.0,-2000000.0
<a href=/player/diazb001>diazb001</a>,Bo Diaz,Boston Red Sox,RSOX,2,6,3,9,1978,1987,9,No,0,14.86,20.93,6.07,699,715,16,1362,2220,858,3997.0,3996.0,-1.0,0.0,0.0,0.0
<a href=/player/diazb001>diazb001</a>,Bo Diaz,Cleveland Indians,INDINS,2,2,4,6,1981,1983,2,No,1,5.91,2.75,-3.16,333,68,-265,1253,0,-1253,0.0,1236.0,1236.0,0.0,0.0,0.0
<a href=/player/diazb001>diazb001</a>,Bo Diaz,Philadelphia Phillies,PHILS,4,7,8,15,1985,1988,3,No,0,7.67,0.31,-7.36,1238,246,-992,3588,287,-3301,737.0,444.0,-293.0,1255000.0,0.0,-1255000.0
<a href=/player/diazc001>diazc001</a>,Carlos Diaz,Seattle Mariners,MARNRS,1,1,1,2,1981,1981,0,No,0,-0.3,-0.28,0.02,38,89,51,3,360,357,76.0,0.0,-76.0,0.0,0.0,0.0
<a href=/player/diazc001>diazc001</a>,Carlos Diaz,Atlanta Braves,BRAVES,1,1,1,2,1982,1983,1,No,0,2.04,0.0,-2.04,116,6,-110,7,0,-7,261.0,11.0,-250.0,33500.0,0.0,-33500.0
<a href=/player/diazc001>diazc001</a>,Carlos Diaz,New York Mets,METS,5,9,8,17,1983,2002,19,No,2,9.94,33.47,23.53,1212,944,-268,3663,1895,-1768,473.0,5145.0,4672.0,876667.0,0.0,-876667.0
<a href=/player/diaze002>diaze002</a>,Einar Diaz,Cleveland Indians,INDINS,2,3,3,6,2002,2012,10,No,0,4.1,24.75,20.65,161,1080,919,366,4413,4047,970.0,8.0,-962.0,1601500.0,0.0,-1601500.0
<a href=/player/diaze002>diaze002</a>,Einar Diaz,Texas Rangers,RNGRS,2,5,5,10,2004,2007,3,No,0,27.72,7.35,-20.37,1181,154,-1027,4083,5,-4078,1652.0,1074.0,-578.0,0.0,0.0,0.0
<a href=/player/diaze003>diaze003</a>,Eddy Diaz,Milwaukee Brewers,BREWRS,1,1,1,2,1998,1998,0,No,0,0.0,-0.18,-0.18,0,2,2,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0
<a href=/player/diaze006>diaze006</a>,Edwin Diaz,Seattle Mariners,MARNRS,3,7,8,15,2018,2021,3,Yes,0,4.65,-0.82,-5.47,602,81,-521,857,184,-673,558.0,101.0,-457.0,34758065.0,0.0,-34758065.0
<a href=/player/diazf001>diazf001</a>,Felix Diaz,San Francisco Giants,GIANTS,1,2,1,3,2002,2002,0,No,0,-0.46,1.76,2.22,19,46,27,1,205,204,148.0,0.0,-148.0,0.0,0.0,0.0
<a href=/player/diazi001>diazi001</a>,Isan Diaz,Arizona Diamondbacks,DBACKS,2,7,4,11,2016,2019,3,Yes,0,30.63,10.0,-20.63,1052,220,-832,3757,754,-3003,1784.0,544.0,-1240.0,2600000.0,0.0,-2600000.0
<a href=/player/diazi001>diazi001</a>,Isan Diaz,Milwaukee Brewers,BREWRS,1,4,1,5,2018,2018,0,Yes,0,-6.06,7.26,13.32,541,147,-394,1645,651,-994,270.0,0.0,-270.0,0.0,0.0,0.0
<a href=/player/diazj002>diazj002</a>,Jose Diaz,Los Angeles Dodgers,DOGRS,1,3,2,5,2003,2003,0,No,0,0.4,0.21,-0.19,110,61,-49,377,246,-131,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazj002>diazj002</a>,Jose Diaz,New York Mets,METS,1,2,2,4,2004,2006,2,No,0,16.49,0.86,-15.63,150,111,-39,8,71,63,2502.0,670.0,-1832.0,0.0,0.0,0.0
<a href=/player/diazj002>diazj002</a>,Jose Diaz,Texas Rangers,RNGRS,1,1,1,2,2006,2006,0,No,0,-0.17,-0.19,-0.02,4,26,22,0,88,88,20.0,0.0,-20.0,0.0,0.0,0.0
<a href=/player/diazj003>diazj003</a>,Juan Diaz,Seattle Mariners,MARNRS,1,2,1,3,2010,2010,0,No,0,0.34,0.86,0.52,123,57,-66,406,238,-168,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazj006>diazj006</a>,Jairo Diaz,Anaheim Angels,ANGELS,2,2,3,5,2014,2015,1,No,0,0.21,-0.33,-0.54,286,38,-248,259,98,-161,305.0,0.0,-305.0,0.0,0.0,0.0
<a href=/player/diazl001>diazl001</a>,Lewin Diaz,Minnesota Twins,TWINS,1,1,3,4,2019,2020,1,Yes,0,0.54,0.34,-0.2,54,55,1,169,0,-169,0.0,128.0,128.0,0.0,0.0,0.0
<a href=/player/diazm001>diazm001</a>,Mike Diaz,Chicago Cubs,CUBS,4,10,8,18,1984,1987,3,No,0,1.78,8.04,6.26,606,1265,659,954,3508,2554,1010.0,823.0,-187.0,1753333.0,0.0,-1753333.0
<a href=/player/diazm001>diazm001</a>,Mike Diaz,Philadelphia Phillies,PHILS,1,1,1,2,1985,1985,0,No,0,1.11,0.0,-1.11,247,0,-247,606,0,-606,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazm001>diazm001</a>,Mike Diaz,Pittsburgh Pirates,PIRATS,1,1,1,2,1988,1992,4,No,0,-0.59,4.39,4.98,40,398,358,158,1161,1003,0.0,0.0,0.0,172500.0,0.0,-172500.0
<a href=/player/diazm002>diazm002</a>,Mario Diaz,Seattle Mariners,MARNRS,1,1,1,2,1990,1992,2,No,0,-0.07,0.0,0.07,16,0,-16,23,0,-23,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazm003>diazm003</a>,Matt Diaz,Kansas City Royals,ROYALS,1,1,1,2,2005,2005,0,No,0,4.7,0.0,-4.7,578,0,-578,1671,0,-1671,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazm003>diazm003</a>,Matt Diaz,Pittsburgh Pirates,PIRATS,1,1,1,2,2011,2011,0,No,0,-1.08,0.0,1.08,67,0,-67,155,0,-155,0.0,0.0,0.0,2125000.0,0.0,-2125000.0
<a href=/player/diazm004>diazm004</a>,Miguel Diaz,Minnesota Twins,TWINS,1,1,1,2,2016,2017,1,No,0,-0.81,-0.14,0.67,142,11,-131,8,0,-8,326.0,54.0,-272.0,0.0,0.0,0.0
<a href=/player/diazr001>diazr001</a>,Robinzon Diaz,Toronto Blue Jays,BJAYS,1,1,1,2,2008,2017,9,No,0,0.65,38.31,37.66,43,1235,1192,144,5272,5128,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazv001>diazv001</a>,Victor Diaz,Los Angeles Dodgers,DOGRS,1,3,2,5,2003,2003,0,No,0,0.4,0.21,-0.19,110,61,-49,377,246,-131,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/diazv001>diazv001</a>,Victor Diaz,New York Mets,METS,6,11,10,21,2006,2021,15,Yes,0,6.15,20.68,14.53,483,1142,659,1006,3198,2192,2473.0,2300.0,-173.0,18564800.0,0.0,-18564800.0
<a href=/player/diazy001>diazy001</a>,Yandy Diaz,Cleveland Indians,INDINS,2,5,4,9,2018,2021,3,Yes,0,4.35,4.54,0.19,327,378,51,1228,1477,249,22.0,0.0,-22.0,18667000.0,0.0,-18667000.0
<a href=/player/diazy002>diazy002</a>,Yennsy Diaz,Toronto Blue Jays,BJAYS,1,3,1,4,2021,2021,0,No,0,-0.51,2.02,2.53,63,30,-33,3,2,-1,137.0,452.0,315.0,0.0,0.0,0.0
<a href=/player/dicka001>dicka001</a>,Alex Dickerson,Pittsburgh Pirates,PIRATS,2,2,3,5,2013,2015,2,No,0,-0.24,-0.25,-0.01,118,29,-89,314,41,-273,172.0,3.0,-169.0,0.0,0.0,0.0
<a href=/player/dicka001>dicka001</a>,Alex Dickerson,San Diego Padres,PADRS,1,1,1,2,2019,2019,0,Yes,0,1.35,0.0,-1.35,219,0,-219,653,0,-653,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dickc001>dickc001</a>,Chris Dickerson,Cincinnati Reds,REDS,1,1,1,2,2010,2010,0,No,0,-0.29,-0.1,0.19,25,13,-12,61,32,-29,0.0,0.0,0.0,415000.0,0.0,-415000.0
<a href=/player/dickc001>dickc001</a>,Chris Dickerson,Milwaukee Brewers,BREWRS,1,1,1,2,2011,2011,0,No,0,0.49,0.18,-0.31,85,43,-42,72,2,-70,0.0,99.0,99.0,0.0,0.0,0.0
<a href=/player/dickc001>dickc001</a>,Chris Dickerson,Pittsburgh Pirates,PIRATS,1,1,1,2,2014,2014,0,No,0,-0.04,0.0,0.04,41,0,-41,112,0,-112,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dickc002>dickc002</a>,Corey Dickerson,Colorado Rockies,ROCKS,1,2,2,4,2016,2020,4,Yes,0,4.27,1.19,-3.08,307,448,141,1191,8,-1183,0.0,649.0,649.0,0.0,0.0,0.0
<a href=/player/dickc002>dickc002</a>,Corey Dickerson,Tampa Bay Devil Rays,RAYS,1,1,3,4,2018,2018,0,Yes,0,4.09,0.0,-4.09,179,0,-179,675,0,-675,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dickc002>dickc002</a>,Corey Dickerson,Pittsburgh Pirates,PIRATS,1,1,1,2,2019,2019,0,No,0,0.39,0.0,-0.39,34,0,-34,137,0,-137,0.0,0.0,0.0,8500000.0,0.0,-8500000.0
<a href=/player/dickc002>dickc002</a>,Corey Dickerson,Miami Marlins,MARLNS,1,3,2,5,2021,2021,0,Yes,0,1.51,-1.03,-2.54,88,53,-35,140,134,-6,112.0,0.0,-112.0,9675000.0,0.0,-9675000.0
<a href=/player/dickj101>dickj101</a>,Jim Dickson,Houston Astros,ASTROS,2,4,2,6,1964,1966,2,No,0,0.87,1.76,0.89,66,278,212,152,894,742,15.0,0.0,-15.0,0.0,0.0,0.0
<a href=/player/dickj102>dickj102</a>,Johnny Dickshot,Pittsburgh Pirates,PIRATS,1,3,1,4,1938,1941,3,No,0,0.0,-0.2,-0.2,0,90,90,0,209,209,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/dickl101>dickl101</a>,Leo Dickerman,Brooklyn Dodgers,DOGRS,1,1,1,2,1924,1924,0,No,0,1.56,3.16,1.6,94,42,-52,92,61,-31,751.0,454.0,-297.0,4000.0,0.0,-4000.0
